user_id,course_index,course_name,match_type,rating
91,168,Engagement & Nurture Marketing Strategies,high,4.71
91,2434,Capstone Course: Start Up Your Fintech Future,high,4.49
91,864,Teach English Now! Capstone Project 2,high,4.4
91,1460,Big Data - Capstone Project,low,2.89
91,3277,Leadership Through Social Influence,random,4.17
92,1704,Network Analysis in Systems Biology,high,4.71
92,1479,Basic Sentiment Analysis with TensorFlow,high,3.56
92,2425,Build NLP pipelines using scikit-learn,high,3.79
92,2988,Exploratory Data Analysis with MATLAB,high,4.05
92,3084,Music as Biology: What We Like to Hear and Why,high,4.31
92,2403,"Python: Imputations, Feature Creation & Statistical Analysis",high,4.51
92,41,Global Strategy I: How The Global Economy Works,low,1.86
92,2119,Optical Efficiency and Resolution,random,3.13
93,254,Introduction to Accounting Data Analytics and Visualization,high,4.0
93,1178,Code Free Data Science,high,4.06
93,2733,Meaningful Marketing Insights,high,3.74
93,1614,Exploratory Data Analysis,high,3.93
93,1677,Introduction to Business Analytics: Communicating with Data,high,3.76
93,2294,Managerial Economics and Business Analysis Capstone,low,1.71
93,3111,Capstone: Creating A Sustainability Proposal,random,3.74
94,2618,FPGA Softcore Processors and IP Acquisition,high,3.92
94,1697,Software Design as an Element of the Software Development Lifecycle,high,5.0
94,2099,Object-Oriented Design,high,4.5
94,1691,Visual Elements of User Interface Design,high,4.37
94,3258,Capstone:  Autonomous Runway Detection for IoT,high,3.96
94,70,Healthcare Consumerism and Implication for Care Delivery,low,2.72
94,382,Advanced Data Structures in Java,random,2.6
95,907,Designing and Implementing Your Coaching Strategy,low,2.37
95,1657,Agile Planning for Software Products,random,4.79
95,2834,Capstone: Analyzing (Social) Network Data,random,2.93
95,997,Take Your English Communication Skills to the Next Level,random,3.8
95,1255,Data Visualization with Python,random,2.51
95,2720,Fundamentals of Scalable Data Science,random,2.98
95,2383,Global Diplomacy � Diplomacy in the Modern World,random,4.24
95,1512,Sustainable Food Production Through Livestock Health Management,random,2.56
96,2267,Create a Mortgage Payment Calculator in Google Sheets,low,3.39
96,2174,"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud",random,3.5
96,1408,Architecting with Google Kubernetes Engine: Foundations,random,2.61
96,1742,Sales Training: Inbound Business Strategy,random,3.44
96,3056,Plant Bioinformatics,random,3.68
96,2254,System Validation (3): Requirements by modal formulas,random,3.44
96,1354,Leadership in Interprofessional Informatics,random,1.9
96,1441,Spanish Vocabulary: Meeting People,random,2.49
96,2879,Support Vector Machine Classification in Python,random,2.83
96,1858,"Teach English Now! Second Language Reading, Writing, and Grammar",random,2.95
96,1109,Building AI Powered Chatbots Without Programming,random,3.43
97,1401,Interacting with the System and Managing Memory,high,4.37
97,1287,Introduction to Basic Game Development using Scratch,high,3.77
97,734,Getting Started with SAS Visual Analytics,high,4.45
97,1227,From Idea to Startup,high,4.54
97,1503,Using Covid-19 Data to Make Supply Chain Logistics Decisions in Spreadsheets,high,4.52
97,3269,Supply Chain Analytics,high,4.73
97,3064,Astrobiology and the Search for Extraterrestrial Life,low,2.8
97,2199,3D Art and Audio Pipeline,random,3.32
98,2319,Getting Your Film off the Ground,high,4.27
98,1184,"Learn to Teach Java:  Sequences, Primitive Types and Using Objects",high,3.64
98,2531,Generate Synthetic Images with DCGANs in Keras,high,4.47
98,3361,Getting started with TensorFlow 2,high,4.38
98,1133,Advanced SQL Retrieval Queries in SQLiteStudio,low,2.46
98,2971,Healthcare Entrepreneurship: Taking Ideas to Market,random,2.11
99,1505,"Conjunctions, Connectives, and Adverb Clauses",high,3.87
99,519,Writing and Editing: Word Choice and Word Order,high,4.72
99,1014,Business English: Making Presentations,high,4.28
99,1575,The Modern and the Postmodern (Part 1),high,4.57
99,1182,Capstone: Your Story,high,4.31
99,2165,Teach English Now! Theories of Second Language Acquisition,high,4.31
99,483,Advanced Grammar & Punctuation Project,high,4.68
99,655,Build Your Professional ePortfolio in English,high,4.09
99,31,The Music of American English Pronunciation,high,4.34
99,2000,Chinese for Beginners,high,4.12
99,2235,Pro Tools Basics,low,2.04
99,521,Automating Real-World Tasks with Python,random,2.78
100,403,Machine Learning: Clustering & Retrieval,high,4.39
100,431,Getting Started with AWS Machine Learning,high,4.11
100,2080,AI Workflow: Enterprise Model Deployment,high,4.8
100,955,Using TensorFlow with Amazon Sagemaker,high,3.94
100,2338,Machine Learning With Big Data,high,4.23
100,2639,Basic Game Development with Levels using Scratch,high,4.12
100,3114,Create a Project Charter with Google Docs,low,3.17
100,2013,3D Data Visualization for Science Communication,random,3.14
101,1216,Nanotechnology: A Maker�s Course,high,4.71
101,2600,Understanding Memory: Explaining the Psychology of Memory through Movies,high,3.71
101,3115,Business Model Innovation for Sustainable Landscape Restoration,high,4.41
101,1961,Russian company law. Capital & Financing of legal entities,low,2.83
101,1805,Predict Employee Turnover with scikit-learn,random,3.06
102,1025,Multiple Linear Regression with scikit-learn,high,4.73
102,210,Seeing Through Photographs,low,1.99
102,1036,Creating a Student Profile in Google Docs,random,3.99
102,1958,Introduction to Galois Theory,random,4.61
102,468,Foundations of Public Health Practice: The Public Health Approach,random,2.75
102,3369,Security Awareness Training,random,2.69
102,268,Sustainable Agricultural Land Management,random,4.02
102,1643,Identifying Social Entrepreneurship Opportunities,random,4.11
102,2016,Getting Started with AI using IBM Watson,random,2.63
103,386,Production Machine Learning Systems,high,4.13
103,543,Business Transformation with Google Cloud,high,4.19
103,1428,Cloud Security Basics,high,3.76
103,350,Global Arctic,low,1.75
103,1019,Introduction to Data Science in Python,random,2.3
104,1980,Developing Data Products,high,3.99
104,3137,Effective Communication Capstone Project,high,4.29
104,1532,Successful Presentation,high,4.39
104,2503,"Probability Theory, Statistics and Exploratory Data Analysis",low,3.23
104,2443,Building and analyzing linear regression model in R,random,2.3
105,2344,"Mechanics of Materials IV: Deflections, Buckling, Combined Loading & Failure Theories",high,4.69
105,1732,Wood Science: Beyond Building,high,4.21
105,1975,3D CAD Fundamental,high,4.28
105,1444,Fundamentals of Macroscopic and Microscopic Thermodynamics,high,4.57
105,2482,Fundamentals of Engineering Exam Review,high,3.85
105,1782,Regression Analysis with Yellowbrick,low,2.53
105,1250,Setting Up a Digital Library with EPIC,random,3.12
106,3403,"Capstone: Retrieving, Processing, and Visualizing Data with Python",high,4.5
106,539,Object Oriented Programming in Java,high,4.42
106,3162,Financial Management Capstone,low,3.77
106,852,Making the Case for Robotic Process Automation,random,2.55
107,1667,The Bits and Bytes of Computer Networking,high,4.09
107,3208,Simulation and modeling of natural processes,high,4.05
107,547,Compare time series predictions of COVID-19 deaths,high,4.08
107,869,Cloud Networking,high,4.05
107,1630,NLP: Twitter Sentiment Analysis,high,4.78
107,718,Basic Elements of Design: Design Principles and Software Overview,low,3.15
107,2265,Modern Art & Ideas,random,2.6
108,798,Chinese for HSK 3 PART I,high,3.97
108,304,Astro 101: Black Holes,high,4.49
108,2127,Semiconductor Physics,high,4.08
108,1850,Understanding economic policymaking,low,2.68
108,2827,Time Value of Money,random,3.14
109,1192,Competitive Strategy,low,1.39
109,133,Analysis for Business Systems,random,4.08
109,948,Entrepreneurial Strategic Management,random,4.26
109,1180,"Concepts in Python: Loops, Functions and Returns",random,2.57
109,2896,Global Health Policy,random,2.73
109,1158,Managerial Accounting Fundamentals,random,3.2
109,2880,Continuous Delivery & DevOps,random,3.23
109,1860,Analyzing Product Opportunities with Creately,random,3.46
109,291,"Android App Components - Services, Local IPC, and Content Providers",random,4.41
109,2816,Introduction to Breast Cancer,random,2.88
109,956,Firm Level Economics: Markets and Allocations,random,2.44
110,1709,Guitar for Beginners,high,3.75
110,583,Approaching Music Theory: Melodic Forms and Simple Harmony,high,4.01
110,1611,Understanding and Strengthening Health Systems,high,4.29
110,470,Intellectual Change in Early China: Warring States and Han,low,3.38
110,2234,Performance Assessment in the Virtual Classroom,random,2.64
110,922,Getting Started with Azure DevOps Boards,random,3.16
110,2656,Basic Statistics,random,2.99
110,612,Agile Meets Design Thinking,random,3.83
111,567,"Element, Class, and ID Selectors in CSS",high,5.0
111,220,Data Analysis Using Pyspark,high,4.09
111,82,Mastering SQL Joins,high,4.1
111,2514,"Compare Inline, Internal, and External CSS",high,4.72
111,2009,FIFA20 Data Exploration using Python,high,4.57
111,3138,Build a Budget and Analyze Variance using Google Sheets,high,5.0
111,2451,Career Decisions: From Insight to Impact,low,2.65
111,3073,Number Theory and Cryptography,random,2.75
112,2403,"Python: Imputations, Feature Creation & Statistical Analysis",high,4.54
112,1048,Advanced Business Analytics Capstone,high,4.74
112,3399,Mining Data to Extract and Visualize Insights in Python,high,4.63
112,1606,Inflation Analysis for Investment Appraisal,high,4.5
112,1901,Using Google Forms to Analyze User Research Data,high,4.73
112,1095,Survey Data Collection and Analytics Project (Capstone),high,4.77
112,2062,RPA Lifecycle: Deployment and Maintenance,low,3.13
112,2216,Creativity Toolkit I: Changing Perspectives,random,3.45
113,2795,Explore stock prices with Spark SQL,high,4.23
113,286,Challenges of Agribusiness Management,high,4.36
113,1449,Climate Adaptation in Africa,high,4.78
113,2390,"Protecting Public Health in a Changing Climate:  A Primer for City, Local, and Regional Action",high,3.97
113,1312,Foundations for Global Health Responders,high,4.45
113,1145,Intelligent Machining,high,4.14
113,400,Digital Thread: Implementation,high,4.31
113,2209,Mountains 101,high,4.81
113,105,Introduction to Genomic Technologies,low,2.41
113,376,Autodesk Certified Professional: Civil 3D for Infrastructure Design Exam Prep,random,3.03
113,940,Manipulate Object Properties with C# in Unity,random,2.05
114,2308,Teach English Now! Lesson Design and Assessment,high,4.6
114,2016,Getting Started with AI using IBM Watson,high,4.56
114,3393,"Visionary leadership, identity & motivation: Become a meaning maker",low,3.6
114,1103,Digital Product Management: Modern Fundamentals,random,2.78
115,1141,BIM Fundamentals for Engineers,high,4.39
115,1494,Generative Design for Performance and Weight Reduction,high,4.4
115,2127,Semiconductor Physics,low,3.25
115,2671,Global Financing Solutions  (by EDHEC and Soci�t� G�n�rale),random,2.93
116,630,Finance for Non-Financial Professionals,high,4.41
116,511,Financing Infrastructure in African Cities,high,4.54
116,2190,Principles of Corporate Finance �  A Tale of Value,high,4.37
116,1135,Corporate Finance Essentials,high,4.12
116,1725,Introduction to Valuation with WACC,high,4.38
116,16,Python Programming Essentials,high,4.73
116,536,Python Programming: A Concise Introduction,high,3.89
116,3078,Profit Analysis using Economic Value Added,high,4.35
116,975,Crash Course on Python,high,4.02
116,1372,Practical Reinforcement Learning,low,3.02
116,1321,Roadmap to Success in Digital Manufacturing & Design,random,1.93
117,658,Healing with the Arts,low,1.96
117,1351,Resilient Teaching Through Times of Crisis and Change,random,3.26
117,1687,Advanced Styling with Responsive Design,random,4.1
117,2842,"Fundamentals of Sales and Marketing, with Goldman Sachs 10,000 Women",random,2.95
117,2030,Cultural and creative industries,random,2.61
118,1137,Software Development Processes and Methodologies,high,5.0
118,525,Building Modern Java Applications on AWS,high,3.72
118,873,Getting Started with Blazor WASM,high,3.42
118,2084,Agile Projects: Develop Product Wireframe Prototypes in Miro,high,4.48
118,916,Perform Real-Time Object Detection with YOLOv3,high,4.1
118,1036,Creating a Student Profile in Google Docs,low,1.69
118,1329,Build Your First React Website (Part II),random,3.5
118,474,Understanding Russians: Contexts of Intercultural Communication,random,3.17
119,3209,Trading Algorithms,high,4.07
119,1856,International Business I,high,3.79
119,3080,Leading Innovation in Arts and Culture,high,4.65
119,47,Analyzing Market Attractiveness Using Creately,high,4.56
119,2547,Business Growth Strategy,high,4.26
119,2131,Launch Strategy: 5 Steps to Capstone Experience,high,5.0
119,1660,Strategic Organization Design,high,3.87
119,1593,Global Strategy II: Doing Business in The Global Economy,high,3.69
119,224,Introduction to TestNG and Integration with Selenium,low,1.88
119,770,"Machine Learning:  Predict Numbers from Handwritten Digits using a Neural Network, Keras, and R",random,2.97
120,180,Data Analytics Foundations for Accountancy I,high,4.4
120,2378,"Conversations That Inspire: Coaching Learning, Leadership and Change",high,4.2
120,9,Business Russian Communication. Part 3,high,4.44
120,3115,Business Model Innovation for Sustainable Landscape Restoration,low,1.55
120,213,"Understanding China, 1700-2000: A Data Analytic Approach, Part 1",random,4.01
120,835,Supply Chain Sourcing,random,2.94
120,1095,Survey Data Collection and Analytics Project (Capstone),random,3.78
120,2251,Homeland Security & Cybersecurity Connection - It's Not About the Terrorists,random,3.24
120,538,Performing Data Definition and Manipulation in SQL,random,3.32
120,1181,Cultural Competence - Aboriginal Sydney,random,3.4
120,1796,IoT (Internet of Things) Wireless & Cloud Computing Emerging Technologies,random,3.31
120,2863,Music Business Foundations,random,3.45
121,164,Career Planning:  A Pathway to Employment,high,4.83
121,135,"History of Rock, Part Two",high,4.38
121,2160,Career Options: Exploring a New Career,high,4.58
121,2131,Launch Strategy: 5 Steps to Capstone Experience,high,4.26
121,660,UX (User Experience) Capstone,high,4.88
121,467,EDIVET: Do you have what it takes to be a veterinarian?,high,4.03
121,879,Music and Social Action,high,5.0
121,1787,"Online Games: Literature, New Media, and Narrative",high,4.28
121,2688,"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",high,3.73
121,2285,Geographical Information Systems - Part 1,low,2.38
121,1676,Negotiating Learner Differences: Towards Productive Diversity in Learning,random,2.52
122,1319,Predict Diabetes with a Random Forest using R,high,4.64
122,866,Machine Learning Algorithms: Supervised Learning Tip to Tail,high,4.04
122,3167,Create Technical Stock Charts Using R and Quantmod,high,4.12
122,481,Building an Ecosystem model with Insight Maker,low,1.17
122,2656,Basic Statistics,random,2.68
123,3373,SQL for Data Science Capstone Project,high,3.33
123,1857,Data Visualization with Plotly Express,high,3.67
123,1708,Exploratory Data Analysis with Seaborn,high,4.6
123,2788,Converter Control,high,4.61
123,2015,Metagenomics applied to surveillance of pathogens and antimicrobial resistance,low,2.56
123,1936,AI For Medical Treatment,random,2.32
124,2443,Building and analyzing linear regression model in R,high,4.28
124,2546,Unsupervised Machine Learning for Customer Market Segmentation,high,4.3
124,806,Predictive Modeling and Machine Learning with MATLAB,high,3.84
124,2261,Building Machine Learning Pipelines in PySpark MLlib,high,4.9
124,1179,Compose and Program Music in Python using Earsketch,high,4.65
124,2463,A Law Student's Toolkit,low,2.17
124,2083,Setting the Stage for Success: An Eye on Safety Culture and Teamwork (Patient Safety II),random,3.02
125,980,"Ready, Set, Future! Introduction to Futures Thinking",high,4.38
125,1132,Peer-to-Peer Protocols and Local Area Networks,low,1.07
125,3166,Concurrency in Go,random,2.83
125,3237,Asset Creation and Management,random,2.52
125,1701,Sustainable Innovation for Subsistence Marketplaces,random,2.3
125,1394,Bayesian Statistics,random,2.8
126,2138,Introduction to Portfolio Construction and Analysis with Python,high,5.0
126,2515,Data Visualization with Python,high,4.56
126,1469,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,high,4.07
126,1715,Portfolio Diversification using Correlation Matrix,high,4.53
126,2530,Investment Strategy,high,4.86
126,1745,Accounting Analysis I: Measurement and Disclosure of Assets,high,4.67
126,1626,Alternative Approaches to Valuation and Investment,high,4.32
126,2166,Portfolio and Risk Management,high,4.04
126,1833,Introduction to Social Media Analytics,low,2.72
126,2213,Understanding Research Methods,random,3.28
126,1988,Identifying Security Vulnerabilities,random,3.63
126,1413,"Learning, Knowledge, and Human Development",random,3.44
127,2280,Exploratory Data Analysis With Python and Pandas,high,4.72
127,2263,Python Data Analysis,high,4.09
127,1707,Advanced Portfolio Construction and Analysis with Python,high,4.83
127,1979,Python for Data Science and AI,high,4.38
127,1614,Exploratory Data Analysis,high,5.0
127,898,Introduction to Complex Analysis,high,4.02
127,992,COVID19 Data Visualization Using Python,high,4.99
127,2378,"Conversations That Inspire: Coaching Learning, Leadership and Change",low,2.42
127,1570,Mitigating Security Vulnerabilities on Google Cloud Platform,random,2.54
128,3271,Introduction to Blockchain for Financial Services,high,4.11
128,178,Russian company law. Formation of legal entities.,low,2.11
128,1304,Build Better Generative Adversarial Networks (GANs),random,3.3
128,3051,Simple Nearest Neighbors Regression and Classification,random,3.37
128,1938,Experimentation for Improvement,random,2.6
128,2889,The History of Modern Israel � Part I: From an Idea to a State,random,2.98
128,3325,Introduction to International Criminal Law,random,4.5
129,1133,Advanced SQL Retrieval Queries in SQLiteStudio,high,4.99
129,2298,Mastering Software Development in R Capstone,high,4.47
129,2319,Getting Your Film off the Ground,high,4.32
129,659,Communication Skills for University Success,high,4.35
129,1575,The Modern and the Postmodern (Part 1),high,4.55
129,156,Teach English Now! Capstone Project 1,high,3.89
129,436,Be Your Best Creative Self,high,4.2
129,830,Songwriting: Writing the Lyrics,high,3.63
129,2429,Biosphere 2 Science for the Future of Our Planet,low,2.54
129,1364,DNA Decoded,random,3.45
130,2968,"Server-side Development with NodeJS, Express and MongoDB",high,4.11
130,408,Recommender Systems Capstone,low,3.24
130,2155,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",random,2.14
130,1872,Instructional Design Foundations and Applications,random,1.97
130,62,Privacy in the USA,random,3.16
131,1544,Career Brand Development and Self-Coaching,high,4.72
131,526,Building Your Career in Music: Developing A Brand and Funding Your Music,high,4.97
131,2423,IBM IT Assessment: Identifying the Right Career for You!,high,4.12
131,1925,Python and Machine Learning for Asset Management,low,2.95
131,3205,High Level Biocontainment for Healthcare Facilities,random,2.97
131,1086,Precalculus: Periodic Functions,random,2.88
132,2215,Introduction to Computer Programming,high,4.65
132,1830,Academic Information Seeking,high,4.56
132,285,Introduction to Python,high,3.67
132,1081,"Data Analysis and Representation, Selection and Iteration",high,4.89
132,1350,C# Programming for Unity Game Development Capstone Project,high,4.85
132,2220,Introduction to High-Throughput Materials Development,high,4.05
132,2573,The Politics of Skepticism,low,2.54
132,2950,Investments II: Lessons and Applications for Investors,random,3.35
132,3117,"Smart Analytics, Machine Learning, and AI on GCP",random,3.18
133,2926,Blockchain for the decision maker,high,4.08
133,935,Google Cloud Fundamentals for Azure Professionals: Core Infrastructure,high,4.03
133,3041,Relational Database Support for Data Warehouses,high,4.29
133,2606,Structured Query Language (SQL) using SAS,high,4.77
133,1230,The Holocaust: The Destruction of European Jewry,high,4.52
133,1993,Think Again II: How to Reason Deductively,high,4.15
133,3064,Astrobiology and the Search for Extraterrestrial Life,low,2.76
133,370,"Planning, Auditing and Maintaining Enterprise Systems",random,1.01
133,1779,Getting Started in Google Analytics,random,3.8
133,403,Machine Learning: Clustering & Retrieval,random,1.78
133,3121,Strategic Management - Capstone Project,random,2.75
134,1817,Key Success Factors in Supply Chain Finance,low,1.63
134,681,Disease Screening in Public Health,random,2.09
134,2843,How to Design a Space-Saving Table Using SketchUp,random,3.81
134,1226,Research Data Management and Sharing,random,2.67
134,118,"Risk, Return & Valuation",random,3.24
135,1657,Agile Planning for Software Products,high,4.28
135,225,Food & Beverage Management,high,4.49
135,1232,Introduction to Cloud Computing,low,2.35
135,1470,Supply Chain Planning,random,2.1
136,2548,The Art of Negotiation,high,4.7
136,1561,Economics of Transition and Emerging Markets,high,4.1
136,763,Teamwork Skills: Communicating Effectively in Groups,high,3.68
136,1906,Municipal Solid Waste Management in Developing Countries,high,4.13
136,1758,Negotiation skills: Negotiate and resolve conflict,high,4.9
136,1983,"Trade, Immigration and Exchange Rates in a Globalized World",high,4.64
136,2155,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",high,4.16
136,3279,Applied AI with DeepLearning,low,2.09
136,737,"The Bible's Prehistory, Purpose, and Political Future",random,2.77
137,1251,How to Manage a Remote Team,high,5.0
137,650,Humanitarian communication : Addressing key challenges,high,4.45
137,2100,Business English: Marketing and Sales,high,4.47
137,1456,Customer Value in Pricing Strategy,high,4.71
137,2062,RPA Lifecycle: Deployment and Maintenance,low,2.44
137,2393,Bacteria and Chronic Infections,random,2.82
138,1790,Advanced System Security Topics,high,4.22
138,2224,"App Deployment, Debugging, and Performance",high,4.27
138,2991,Cybersecurity Capstone Project,high,4.29
138,1862,Information Security: Context and Introduction,high,4.59
138,1891,Innovation and emerging technology: Be disruptive,low,2.33
138,1045,Implementing a Patient Safety or Quality Improvement Project (Patient Safety V),random,3.51
139,3337,Leadership in 21st Century Organizations,high,4.27
139,3124,Leadership Communication for Maximum Impact: Storytelling,high,4.33
139,1919,Valuation for Startups Using Multiple Approach,low,1.1
139,1178,Code Free Data Science,random,3.64
140,692,Plots (Graphics) in R,high,4.44
140,541,Data Management and Visualization,high,4.7
140,1501,Understanding and Visualizing Data with Python,high,3.14
140,1130,Analyze Box Office Data with Plotly and Python,high,5.0
140,1857,Data Visualization with Plotly Express,high,4.24
140,989,Information Visualization: Advanced Techniques,high,4.74
140,2263,Python Data Analysis,high,3.88
140,1255,Data Visualization with Python,high,4.55
140,2292,Data Visualization and Dashboards with Excel and Cognos,high,3.88
140,959,COVID19 Data Analysis Using Python,high,4.05
140,1890,Create your own Sudoku Solver using AI and Python,low,3.45
140,1242,Business Analysis & Process Management,random,2.87
141,1581,Addressing Large Hadron Collider Challenges by Machine Learning,high,4.39
141,3362,Optimizing Machine Learning Performance,high,4.65
141,2137,Hyperparameter Tuning with Keras Tuner,high,4.5
141,507,Optimize TensorFlow Models For Deployment with TensorRT,high,4.36
141,748,Optimization of Topic Models using Grid Search Method,high,4.45
141,1574,Exploring and Producing Data for Business Decision Making,low,3.74
141,2347,Convolutional Neural Networks,random,2.96
142,2604,Philosophy and the Sciences: Introduction to the Philosophy of Physical Sciences,high,4.38
142,1518,The Holocaust - An Introduction (II): The Final Solution,high,4.72
142,3071,"Our Earth: Its Climate, History, and Processes",high,4.74
142,20,The Changing Arctic,high,4.77
142,2121,Analysing Complexity,high,4.56
142,1483,General Chemistry: Concept Development and Application,high,3.84
142,2,Silicon Thin Film Solar Cells,high,4.95
142,2348,Algorithms on Strings,low,1.61
142,2816,Introduction to Breast Cancer,random,3.21
143,3137,Effective Communication Capstone Project,high,4.0
143,1014,Business English: Making Presentations,high,4.27
143,3185,European Business Law: Understanding the Fundamentals,low,2.5
143,3275,Blazor and JavaScript Interoperability,random,3.22
144,2130,The Cosmopolitan Medieval Arabic World,high,4.47
144,864,Teach English Now! Capstone Project 2,high,4.95
144,1908,Burgos: Deciphering Secrets of Medieval Spain,high,4.48
144,3284,English for Common Interactions in the Workplace: Basic Level,high,4.2
144,1877,"Religion and Thought in Modern China: the Song, Jin, and Yuan",high,4.69
144,1030,"Lighting, Reflection, and Post Processing Effects",low,3.01
144,2781,Metaliteracy: Empowering Yourself in a Connected World,random,2.14
145,2692,Sales Operations: Final Project,high,4.54
145,332,Game Theory with Python,high,4.58
145,1844,Game Development for Modern Platforms,high,4.18
145,625,Stalin and Stalinism in Russian History,high,4.85
145,3236,Creativity And Entrepreneurship,low,2.21
145,1807,Create a Financial Statement using Google Sheets,random,3.09
146,2807,Cybersecurity Compliance Framework & System Administration,high,4.23
146,3000,Application Systems Programming,low,2.31
146,538,Performing Data Definition and Manipulation in SQL,random,2.23
146,369,Leadership Through Design Innovation,random,1.99
147,2925,Mandarin Chinese 3: Chinese for Beginners,high,4.94
147,3030,Big Data Analysis with Scala and Spark,high,3.96
147,1293,Structuring Values in Modern China,high,3.9
147,3336,Analyze NPS Survey Data in Google Sheets,high,3.44
147,2024,Visualization for Data Journalism,high,4.04
147,3225,Google Cloud Platform Fundamentals: Core Infrastructure,low,1.51
147,2211,Developing Android Apps with App Inventor,random,4.15
147,1499,Monetary Policy in the Asia Pacific,random,3.71
148,2424,Transfer Learning for NLP with TensorFlow Hub,high,4.02
148,2016,Getting Started with AI using IBM Watson,high,5.0
148,1417,Natural Language Processing with Attention Models,high,4.69
148,1843,Natural Language Processing,high,4.17
148,2351,Generating New Recipes using GPT-2,high,3.3
148,3308,Planning for Climate Change in African Cities,low,3.67
148,1208,Cracking the Creativity Code: Discovering Ideas,random,2.03
148,3062,Web and Mobile Testing with Selenium,random,1.85
148,1387,Introduction to CSS in Web Development,random,3.72
148,3299,Introduction to Web Development,random,4.71
148,471,"Literacy Teaching and Learning: Aims, Approaches and Pedagogies",random,3.97
148,1920,Budgeting and Scheduling Projects,random,3.39
149,632,Social Marketing Capstone Project,high,4.54
149,2478,Develop a Company Website with Wix,high,4.64
149,380,Introduction to Social Media Marketing,high,4.6
149,2784,Introduction and Programming with IoT Boards,low,2.47
149,2970,Essential Google Cloud Infrastructure: Foundation,random,3.07
150,2956,User Research and Design,high,4.27
150,369,Leadership Through Design Innovation,low,1.85
150,3240,Exploring Emerging Technologies for Lifelong Learning and Success,random,2.8
150,1617,Bridging the Gap between Strategy Design and Delivery,random,1.81
150,57,Advanced Neurobiology I,random,2.93
150,1084,Clinical Terminology for International and U.S. Students,random,2.31
150,2198,Magic in the Middle Ages,random,2.23
150,507,Optimize TensorFlow Models For Deployment with TensorRT,random,3.13
150,1863,Methods for Solving Problems,random,3.97
150,1510,"Leading for Equity, Diversity and Inclusion in Higher Education",random,3.64
151,2845,Just Reading and Writing English 1,high,3.67
151,2016,Getting Started with AI using IBM Watson,high,3.9
151,1843,Natural Language Processing,high,4.68
151,193,Data Science in Stratified Healthcare and Precision Medicine,high,3.91
151,3291,Osteoarchaeology: The Truth in Our Bones,high,4.21
151,670,Data Science Capstone,high,4.52
151,102,Business Writing,low,1.72
151,2542,Impute Data to Forecast Demand in Google Sheets,random,3.07
152,2202,"Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation",high,3.77
152,1461,Build Your Own iOS App,high,4.06
152,488,Front-End JavaScript Frameworks: Angular,high,4.43
152,2996,Style Tables with CSS,high,3.66
152,2025,Python Data Visualization,high,4.48
152,3403,"Capstone: Retrieving, Processing, and Visualizing Data with Python",high,4.29
152,1350,C# Programming for Unity Game Development Capstone Project,high,4.52
152,379,Getting Started With Game Development Using PyGame,high,4.39
152,3360,Mastering Web3 with Waves,high,4.85
152,191,AWS Elastic Beanstalk:Deploy a Python(Flask) Web Application,high,4.35
152,154,"Internet History, Technology, and Security",low,2.04
152,1250,Setting Up a Digital Library with EPIC,random,3.09
153,375,Introduction to Machine Learning,high,4.52
153,3075,Predictive Modeling with Logistic Regression using SAS,high,4.32
153,2922,"Managing Responsibly: Practicing Sustainability, Responsibility and Ethics",high,4.32
153,1057,Logistic Regression in R for Public Health,high,4.02
153,302,Serve Scikit-Learn Models for Deployment with BentoML,high,4.03
153,966,Neural Networks and Deep Learning,high,3.74
153,999,Google Cloud Platform Fundamentals for AWS Professionals,high,5.0
153,601,Critical Perspectives on Management,high,3.8
153,2594,Healthcare Delivery Providers,high,4.02
153,1726,Introduction to Search Engine Optimization,low,1.87
153,2412,FinTech Disruptive Innovation: Implications for Society,random,3.63
154,2444,UI Design Capstone,high,4.18
154,337,"Functions, Methods, and Interfaces in Go",high,4.8
154,2675,Build an E-commerce Dashboard with Figma,high,4.03
154,3213,Web Design: Wireframes to Prototypes,high,4.41
154,1687,Advanced Styling with Responsive Design,low,1.8
154,1146,Global Diplomacy: the United Nations in the World,random,4.5
155,2791,Procurement & Sourcing Introduction,high,3.82
155,1617,Bridging the Gap between Strategy Design and Delivery,high,4.42
155,911,Implementing Parent Feedback with Google Forms,low,2.68
155,1818,Python Basics,random,3.29
156,1491,Simulating Viral Pandemics in Python,high,4.23
156,2205,Moving to the Cloud,high,4.25
156,572,TensorFlow for AI: Computer Vision Basics,high,4.32
156,2250,The entrepreneur's guide for beginners,high,4.24
156,3358,Artificial Intelligence Data Fairness and Bias,high,4.69
156,2170,English/French Translator: Long Short Term Memory Networks,high,5.0
156,481,Building an Ecosystem model with Insight Maker,high,4.08
156,2398,Predict Performance Using MA Forecasting in Google Sheets,high,3.75
156,1762,Internet of Things V2: Setting up and Using Cloud Services,high,4.26
156,818,Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova,low,3.85
156,501,Linear Circuits 1: DC Analysis,random,2.44
157,705,Political Economy of Institutions and Development,high,4.96
157,2646,Spanish Vocabulary: Careers and Social Events,high,4.97
